AIFT-Forge	AIFT-Forge	deps:doctor	node scripts/aift-termux-doctor.mjs
AIFT-Forge	AIFT-Forge	lint	eslint .
AIFT-Forge	AIFT-Forge	pipeline	./scripts/aift-platform-pipeline.sh
AIFT-Forge	AIFT-Forge	provider:smoke	node scripts/aift-provider-registry-smoke.mjs
AIFT-Forge	AIFT-Forge	test	vitest run --passWithNoTests
AIFT-Forge	AIFT-Forge	typecheck	node scripts/aift-typecheck-check.mjs
AIFT-Forge	android	android:add	capacitor add android
AIFT-Forge	android	apk:collect	node scripts/collect-apk.mjs
AIFT-Forge	android	build	npm run build:web && capacitor sync android
AIFT-Forge	android	build:web	vite build --outDir www
AIFT-Forge	android	dev	vite --host 127.0.0.1 --port 5183
AIFT-Forge	android	doctor	capacitor doctor android
AIFT-Forge	android	open	capacitor open android
AIFT-Forge	android	sync	capacitor sync android
AIFT-Forge	desktop	build:win	electron-builder --win nsis portable
AIFT-Forge	desktop	dev	electron .
AIFT-Forge	forge-api	dev	node server.mjs
AIFT-Forge	forge-api	start	node server.mjs
AIFT-Forge	product-web	build	vite build
AIFT-Forge	product-web	dev	vite --port 5173
AIFT-Forge	product-web	preview	vite preview --port 5173
AIFT-Forge	wallet-core	test	node --test
AIFT-Genesis	genesis-web	start	node server.mjs
AIFT-OS	AIFT-OS	.PHONY	make .PHONY
AIFT-OS	AIFT-OS	build	make build
AIFT-OS	AIFT-OS	build	pnpm run typecheck && pnpm -r --if-present run build
AIFT-OS	AIFT-OS	dashboard	make dashboard
AIFT-OS	AIFT-OS	deps	make deps
AIFT-OS	AIFT-OS	doctor	make doctor
AIFT-OS	AIFT-OS	help	make help
AIFT-OS	AIFT-OS	inspect	make inspect
AIFT-OS	AIFT-OS	plugins	make plugins
AIFT-OS	AIFT-OS	preinstall	sh -c 'rm -f package-lock.json yarn.lock; case "$npm_config_user_agent" in pnpm/*) ;; *) echo "Use pnpm instead" >&2; exit 1 ;; esac'
AIFT-OS	AIFT-OS	registry	make registry
AIFT-OS	AIFT-OS	safe-sync	make safe-sync
AIFT-OS	AIFT-OS	status	make status
AIFT-OS	AIFT-OS	test	make test
AIFT-OS	AIFT-OS	typecheck	pnpm run typecheck:libs && pnpm -r --filter "./artifacts/**" --filter "./scripts" --if-present run typecheck
AIFT-OS	AIFT-OS	typecheck:libs	tsc --build
AIFT-OS	AIFT-OS	verify	make verify
AIFT-OS	aift-os-landing	build	vite build --config vite.config.ts
AIFT-OS	aift-os-landing	dev	vite --config vite.config.ts --host 0.0.0.0
AIFT-OS	aift-os-landing	serve	vite preview --config vite.config.ts --host 0.0.0.0
AIFT-OS	aift-os-landing	typecheck	tsc -p tsconfig.json --noEmit
AIFT-OS	api-server	build	node ./build.mjs
AIFT-OS	api-server	dev	export NODE_ENV=development && pnpm run build && pnpm run start
AIFT-OS	api-server	start	node --enable-source-maps ./dist/index.mjs
AIFT-OS	api-server	typecheck	tsc -p tsconfig.json --noEmit
AIFT-OS	api-spec	codegen	orval --config ./orval.config.ts && pnpm -w run typecheck:libs
AIFT-OS	db	push	drizzle-kit push --config ./drizzle.config.ts
AIFT-OS	db	push-force	drizzle-kit push --force --config ./drizzle.config.ts
AIFT-OS	mockup-sandbox	build	vite build
AIFT-OS	mockup-sandbox	dev	vite dev
AIFT-OS	mockup-sandbox	preview	vite preview
AIFT-OS	mockup-sandbox	typecheck	tsc -p tsconfig.json --noEmit
AIFT-OS	scripts	hello	tsx ./src/hello.ts
AIFT-OS	scripts	typecheck	tsc -p tsconfig.json --noEmit
Aether_Coin_biozonecurrency	Aether_Coin_biozonecurrency	build	vite build
Aether_Coin_biozonecurrency	Aether_Coin_biozonecurrency	check	tsc
Aether_Coin_biozonecurrency	Aether_Coin_biozonecurrency	db:push	drizzle-kit push
Aether_Coin_biozonecurrency	Aether_Coin_biozonecurrency	dev	node combined-server.js
Aether_Coin_biozonecurrency	Aether_Coin_biozonecurrency	eval	node scripts/braintrust-integration.js
Aether_Coin_biozonecurrency	Aether_Coin_biozonecurrency	eval:ai	node scripts/run-ai-evaluation.js
